"PR"	"URL"	"Title"	"Content type"	"Is rendered page"	"HTTP status code"	"Organic traffic"	"Depth"	"Is indexable page"	"No. of all inlinks"	"First found at"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1438261559_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1438261559_full.png"
"0"	"https://www.rshankar.com/assets/images/image17.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"1"	"false"	"1"	"https://www.rshankar.com/find-repeated-words-in-word-2010/"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1435646157_full1.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1435646157_full1.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437991253_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437991253_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1435637710_full1.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1435637710_full1.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/06/1433848643_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/06/1433848643_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2017/10/1509293688_full.gif"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2017/10/1509293688_full.gif"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437219840_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437219840_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2017/10/1509292758_full.jpeg"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2017/10/1509292758_full.jpeg"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437987942_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437987942_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437929352_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437929352_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437990755_full1.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437990755_full1.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437970576_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437970576_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2016/03/1457069271_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2016/03/1457069271_full.png"
"0"	"https://www.rshankar.com/assets/images/image35.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"1"	"false"	"1"	"https://www.rshankar.com/how-to-insert-a-symbol-in-outlook-2010-email-message/"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1435638290_full1.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1435638290_full1.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1438004402_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1438004402_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437971429_full1.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437971429_full1.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2016/09/1474782495_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2016/09/1474782495_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437374236_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437374236_full.png"
"0"	"https://www.rshankar.com/assets/images/image47.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"1"	"false"	"1"	"https://www.rshankar.com/how-to-disable-preview-for-mails-configured-in-ipad/"
"0"	"https://www.rshankar.com/wp-content/uploads/2017/10/1509292044_full.gif"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2017/10/1509292044_full.gif"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437219958_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437219958_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437931149_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437931149_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/06/1434944588_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/06/1434944588_full.png"
"0"	"https://www.rshankar.com/assets/images/image105.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"1"	"false"	"1"	"https://www.rshankar.com/turn-off-auto-detect-links-in-google-docs/"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437990924_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437990924_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1438264908_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1438264908_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2016/03/1457068818_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2016/03/1457068818_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2017/10/1509195774_full.jpeg"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2017/10/1509195774_full.jpeg"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1438273216_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1438273216_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/06/1433909748_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/06/1433909748_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/06/Date-Picker-Mode-set-to-Date_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/06/Date-Picker-Mode-set-to-Date_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/06/1433855991_full1.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/06/1433855991_full1.png"
"0"	"https://www.rshankar.com/assets/images/image89.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"1"	"false"	"1"	"https://www.rshankar.com/create-shortcut-for-google-chrome-extension/"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1438254571_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1438254571_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437968822_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437968822_full.png"
"0"	"https://www.rshankar.com/assets/images/image153.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"1"	"false"	"1"	"https://www.rshankar.com/online-payment-of-chennai-metro-water-tax/"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1438262645_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1438262645_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437929381_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437929381_full.png"
